12/05-14:47:39.858279 ,129,12,1,Consecutive TCP small segments exceeding threshold,TCP,192.168.1.170,22,192.168.1.151,48400,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x76,***AP***,0x4E929479,0xF2715863,,0x1F5,64,16,60251,104,106496,,,,
12/05-14:47:40.009052 ,129,12,1,Consecutive TCP small segments exceeding threshold,TCP,192.168.1.170,22,192.168.1.151,48400,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x6E,***AP***,0x4E9294D9,0xF2715887,,0x1F5,64,16,60253,96,98304,,,,
12/05-14:47:40.161215 ,129,12,1,Consecutive TCP small segments exceeding threshold,TCP,192.168.1.170,22,192.168.1.151,48400,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x76,***AP***,0x4E929565,0xF27158AB,,0x1F5,64,16,60256,104,106496,,,,
12/05-14:47:40.315613 ,129,12,1,Consecutive TCP small segments exceeding threshold,TCP,192.168.1.170,22,192.168.1.151,48400,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x6E,***AP***,0x4E9295C5,0xF27158CF,,0x1F5,64,16,60258,96,98304,,,,
12/05-14:47:40.471543 ,129,12,1,Consecutive TCP small segments exceeding threshold,TCP,192.168.1.170,22,192.168.1.151,48400,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x6E,***AP***,0x4E929651,0xF27158F3,,0x1F5,64,16,60261,96,98304,,,,
12/05-14:47:40.634446 ,129,12,1,Consecutive TCP small segments exceeding threshold,TCP,192.168.1.170,22,192.168.1.151,48400,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x76,***AP***,0x4E9296DD,0xF2715917,,0x1F5,64,16,60264,104,106496,,,,
12/05-14:47:40.784885 ,129,12,1,Consecutive TCP small segments exceeding threshold,TCP,192.168.1.170,22,192.168.1.151,48400,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x76,***AP***,0x4E92973D,0xF271593B,,0x1F5,64,16,60266,104,106496,,,,
12/05-14:47:40.947756 ,129,12,1,Consecutive TCP small segments exceeding threshold,TCP,192.168.1.170,22,192.168.1.151,48400,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x6E,***AP***,0x4E92979D,0xF271595F,,0x1F5,64,16,60268,96,98304,,,,
12/05-14:47:41.146700 ,129,12,1,Consecutive TCP small segments exceeding threshold,TCP,192.168.1.170,22,192.168.1.151,48400,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x76,***AP***,0x4E929829,0xF2715983,,0x1F5,64,16,60271,104,106496,,,,
12/05-14:47:41.430802 ,129,12,1,Consecutive TCP small segments exceeding threshold,TCP,192.168.1.170,22,192.168.1.151,48400,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x76,***AP***,0x4E929889,0xF27159A7,,0x1F5,64,16,60273,104,106496,,,,
12/05-14:47:42.043938 ,129,12,1,Consecutive TCP small segments exceeding threshold,TCP,192.168.1.170,22,192.168.1.151,48400,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x8E,***AP***,0x4E9298E9,0xF27159CB,,0x1F5,64,16,60275,128,131072,,,,
12/05-14:47:42.175693 ,129,12,1,Consecutive TCP small segments exceeding threshold,TCP,192.168.1.170,22,192.168.1.151,48400,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x8E,***AP***,0x4E929961,0xF27159EF,,0x1F5,64,16,60277,128,131072,,,,
12/05-14:47:42.400602 ,129,12,1,Consecutive TCP small segments exceeding threshold,TCP,192.168.1.170,22,192.168.1.151,48400,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x8E,***AP***,0x4E9299D9,0xF2715A13,,0x1F5,64,16,60279,128,131072,,,,
12/05-14:47:42.648788 ,129,12,1,Consecutive TCP small segments exceeding threshold,TCP,192.168.1.170,22,192.168.1.151,48400,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x8E,***AP***,0x4E929A51,0xF2715A37,,0x1F5,64,16,60281,128,131072,,,,
12/05-14:47:42.851448 ,129,12,1,Consecutive TCP small segments exceeding threshold,TCP,192.168.1.170,22,192.168.1.151,48400,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x8E,***AP***,0x4E929AC9,0xF2715A5B,,0x1F5,64,16,60283,128,131072,,,,
12/05-14:47:43.277674 ,129,12,1,Consecutive TCP small segments exceeding threshold,TCP,192.168.1.170,22,192.168.1.151,48400,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x8E,***AP***,0x4E929B41,0xF2715A7F,,0x1F5,64,16,60285,128,131072,,,,
12/05-14:47:43.642119 ,129,12,1,Consecutive TCP small segments exceeding threshold,TCP,192.168.1.170,22,192.168.1.151,48400,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x8E,***AP***,0x4E929BB9,0xF2715AA3,,0x1F5,64,16,60287,128,131072,,,,
12/05-14:47:43.735716 ,129,12,1,Consecutive TCP small segments exceeding threshold,TCP,192.168.1.170,22,192.168.1.151,48400,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x8E,***AP***,0x4E929C31,0xF2715AC7,,0x1F5,64,16,60289,128,131072,,,,
12/05-14:47:48.560891 ,129,12,1,Consecutive TCP small segments exceeding threshold,TCP,192.168.1.154,56838,3120198117,443,00:24:9B:04:34:61,C4:EA:1D:17:4D:D4,0x7C,***AP***,0xABBCF5B6,0x997D76BB,,0x338,64,0,61075,110,112640,,,,
12/05-14:47:48.564575 ,129,12,1,Consecutive TCP small segments exceeding threshold,TCP,192.168.1.154,56836,3120198117,443,00:24:9B:04:34:61,C4:EA:1D:17:4D:D4,0x7C,***AP***,0xFE562D23,0x614153A5,,0x322,64,0,38696,110,112640,,,,
12/05-14:47:49.454125 ,129,12,1,Consecutive TCP small segments exceeding threshold,TCP,192.168.1.170,22,192.168.1.151,48400,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x7E,***AP***,0x4E929CA9,0xF2715AEB,,0x1F5,64,16,60291,112,114688,,,,
12/05-14:47:49.454393 ,129,12,1,Consecutive TCP small segments exceeding threshold,TCP,192.168.1.170,22,192.168.1.151,48400,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0xA6,***AP***,0x4E929D39,0xF2715AEB,,0x1F5,64,16,60293,152,155648,,,,
12/05-14:47:49.455001 ,129,12,1,Consecutive TCP small segments exceeding threshold,TCP,192.168.1.170,22,192.168.1.151,48400,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x76,***AP***,0x4E929FC9,0xF2715AEB,,0x1F5,64,16,60297,104,106496,,,,
12/05-14:47:50.048445 ,129,12,1,Consecutive TCP small segments exceeding threshold,TCP,192.168.1.170,22,192.168.1.151,48400,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x76,***AP***,0x4E92A029,0xF2715B0F,,0x1F5,64,16,60299,104,106496,,,,
12/05-14:47:50.049112 ,129,12,1,Consecutive TCP small segments exceeding threshold,TCP,192.168.1.170,22,192.168.1.151,48400,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x6E,***AP***,0x4E92A081,0xF2715B0F,,0x1F5,64,16,60301,96,98304,,,,
12/05-14:47:50.049654 ,129,12,1,Consecutive TCP small segments exceeding threshold,TCP,192.168.1.170,22,192.168.1.151,48400,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x6E,***AP***,0x4E92A121,0xF2715B0F,,0x1F5,64,16,60303,96,98304,,,,
12/05-14:47:50.049917 ,129,12,1,Consecutive TCP small segments exceeding threshold,TCP,192.168.1.170,22,192.168.1.151,48400,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0xC6,***AP***,0x4E92A1D1,0xF2715B0F,,0x1F5,64,16,60305,184,188416,,,,
12/05-14:47:51.797255 ,129,12,1,Consecutive TCP small segments exceeding threshold,TCP,192.168.1.170,22,192.168.1.151,48400,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x6E,***AP***,0x4E92A509,0xF2715B33,,0x1F5,64,16,60310,96,98304,,,,
12/05-14:47:52.551520 ,129,12,1,Consecutive TCP small segments exceeding threshold,TCP,192.168.1.170,22,192.168.1.153,33246,DC:A6:32:25:D8:43,00:24:9B:04:34:61,0x96,***AP***,0x8E17C555,0x88E81D09,,0x1F5,64,16,47669,136,139264,,,,
12/05-14:47:53.549787 ,129,12,1,Consecutive TCP small segments exceeding threshold,TCP,192.168.1.170,22,192.168.1.151,48400,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x76,***AP***,0x4E92A6D9,0xF2715B57,,0x1F5,64,16,60314,104,106496,,,,
12/05-14:47:55.328563 ,129,12,1,Consecutive TCP small segments exceeding threshold,TCP,192.168.1.170,22,192.168.1.151,48400,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x66,***AP***,0x4E92A739,0xF2715B7B,,0x1F5,64,16,60316,88,90112,,,,
12/05-14:47:55.328868 ,129,12,1,Consecutive TCP small segments exceeding threshold,TCP,192.168.1.170,22,192.168.1.151,48400,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x96,***AP***,0x4E92A791,0xF2715B7B,,0x1F5,64,16,60318,136,139264,,,,
12/05-14:47:58.427842 ,129,12,1,Consecutive TCP small segments exceeding threshold,TCP,192.168.1.170,22,192.168.1.151,48400,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x7E,***AP***,0x4E92AA0D,0xF2715CAB,,0x1F5,64,16,60329,112,114688,,,,
12/05-14:47:58.428976 ,129,12,1,Consecutive TCP small segments exceeding threshold,TCP,192.168.1.170,22,192.168.1.151,48400,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x86,***AP***,0x4E92AA8D,0xF2715CAB,,0x1F5,64,16,60331,120,122880,,,,
12/05-14:47:58.429324 ,129,12,1,Consecutive TCP small segments exceeding threshold,TCP,192.168.1.170,22,192.168.1.151,48400,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x6E,***AP***,0x4E92AB15,0xF2715CAB,,0x1F5,64,16,60333,96,98304,,,,
12/05-14:47:58.431140 ,129,12,1,Consecutive TCP small segments exceeding threshold,TCP,192.168.1.170,22,192.168.1.151,48400,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x8E,***AP***,0x4E92AC69,0xF2715CAB,,0x1F5,64,16,60336,128,131072,,,,
12/05-14:47:58.433630 ,129,12,1,Consecutive TCP small segments exceeding threshold,TCP,192.168.1.170,22,192.168.1.151,48400,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0xAE,***AP***,0x4E92B0A5,0xF2715CAB,,0x1F5,64,16,60340,160,163840,,,,
12/05-14:47:59.068083 ,129,12,1,Consecutive TCP small segments exceeding threshold,TCP,192.168.1.170,22,192.168.1.151,48400,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x76,***AP***,0x4E92B78D,0xF2715CD7,,0x1F5,64,16,60350,104,106496,,,,
12/05-14:47:59.567706 ,129,12,1,Consecutive TCP small segments exceeding threshold,TCP,192.168.1.170,22,192.168.1.151,48400,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x76,***AP***,0x4E92B7ED,0xF2715D03,,0x1F5,64,16,60352,104,106496,,,,
12/05-14:47:59.598033 ,129,12,1,Consecutive TCP small segments exceeding threshold,TCP,192.168.1.170,22,192.168.1.151,48400,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x76,***AP***,0x4E92B84D,0xF2715D2F,,0x1F5,64,16,60354,104,106496,,,,
12/05-14:47:59.627529 ,129,12,1,Consecutive TCP small segments exceeding threshold,TCP,192.168.1.170,22,192.168.1.151,48400,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x76,***AP***,0x4E92B8AD,0xF2715D5B,,0x1F5,64,16,60356,104,106496,,,,
12/05-14:47:59.657683 ,129,12,1,Consecutive TCP small segments exceeding threshold,TCP,192.168.1.170,22,192.168.1.151,48400,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x76,***AP***,0x4E92B90D,0xF2715D87,,0x1F5,64,16,60358,104,106496,,,,
12/05-14:47:59.688705 ,129,12,1,Consecutive TCP small segments exceeding threshold,TCP,192.168.1.170,22,192.168.1.151,48400,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x76,***AP***,0x4E92B96D,0xF2715DB3,,0x1F5,64,16,60360,104,106496,,,,
12/05-14:47:59.718940 ,129,12,1,Consecutive TCP small segments exceeding threshold,TCP,192.168.1.170,22,192.168.1.151,48400,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x76,***AP***,0x4E92B9CD,0xF2715DDF,,0x1F5,64,16,60362,104,106496,,,,
12/05-14:47:59.749305 ,129,12,1,Consecutive TCP small segments exceeding threshold,TCP,192.168.1.170,22,192.168.1.151,48400,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x76,***AP***,0x4E92BA2D,0xF2715E0B,,0x1F5,64,16,60364,104,106496,,,,
12/05-14:47:59.783306 ,129,12,1,Consecutive TCP small segments exceeding threshold,TCP,192.168.1.170,22,192.168.1.151,48400,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x76,***AP***,0x4E92BA8D,0xF2715E37,,0x1F5,64,16,60366,104,106496,,,,
12/05-14:47:59.810339 ,129,12,1,Consecutive TCP small segments exceeding threshold,TCP,192.168.1.170,22,192.168.1.151,48400,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x76,***AP***,0x4E92BAED,0xF2715E63,,0x1F5,64,16,60368,104,106496,,,,
12/05-14:47:59.841068 ,129,12,1,Consecutive TCP small segments exceeding threshold,TCP,192.168.1.170,22,192.168.1.151,48400,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x76,***AP***,0x4E92BB4D,0xF2715E8F,,0x1F5,64,16,60370,104,106496,,,,
12/05-14:47:59.872318 ,129,12,1,Consecutive TCP small segments exceeding threshold,TCP,192.168.1.170,22,192.168.1.151,48400,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x76,***AP***,0x4E92BBAD,0xF2715EBB,,0x1F5,64,16,60372,104,106496,,,,
12/05-14:47:59.902964 ,129,12,1,Consecutive TCP small segments exceeding threshold,TCP,192.168.1.170,22,192.168.1.151,48400,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x76,***AP***,0x4E92BC0D,0xF2715EE7,,0x1F5,64,16,60374,104,106496,,,,
12/05-14:47:59.932527 ,129,12,1,Consecutive TCP small segments exceeding threshold,TCP,192.168.1.170,22,192.168.1.151,48400,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x76,***AP***,0x4E92BC6D,0xF2715F13,,0x1F5,64,16,60376,104,106496,,,,
12/05-14:47:59.963276 ,129,12,1,Consecutive TCP small segments exceeding threshold,TCP,192.168.1.170,22,192.168.1.151,48400,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x76,***AP***,0x4E92BCCD,0xF2715F3F,,0x1F5,64,16,60378,104,106496,,,,
12/05-14:47:59.992915 ,129,12,1,Consecutive TCP small segments exceeding threshold,TCP,192.168.1.170,22,192.168.1.151,48400,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x76,***AP***,0x4E92BD2D,0xF2715F6B,,0x1F5,64,16,60380,104,106496,,,,
12/05-14:48:00.024444 ,129,12,1,Consecutive TCP small segments exceeding threshold,TCP,192.168.1.170,22,192.168.1.151,48400,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x76,***AP***,0x4E92BD8D,0xF2715F97,,0x1F5,64,16,60382,104,106496,,,,
12/05-14:48:00.219124 ,129,12,1,Consecutive TCP small segments exceeding threshold,TCP,192.168.1.170,22,192.168.1.151,48400,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x76,***AP***,0x4E92BDED,0xF2715FC3,,0x1F5,64,16,60384,104,106496,,,,
12/05-14:48:00.390815 ,129,12,1,Consecutive TCP small segments exceeding threshold,TCP,192.168.1.170,22,192.168.1.151,48400,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x76,***AP***,0x4E92BE4D,0xF2715FEF,,0x1F5,64,16,60386,104,106496,,,,
12/05-14:48:00.536245 ,129,12,1,Consecutive TCP small segments exceeding threshold,TCP,192.168.1.170,22,192.168.1.151,48400,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x76,***AP***,0x4E92BEAD,0xF271601B,,0x1F5,64,16,60388,104,106496,,,,
12/05-14:48:00.688562 ,129,12,1,Consecutive TCP small segments exceeding threshold,TCP,192.168.1.170,22,192.168.1.151,48400,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x76,***AP***,0x4E92BF0D,0xF2716047,,0x1F5,64,16,60390,104,106496,,,,
12/05-14:48:00.861736 ,129,12,1,Consecutive TCP small segments exceeding threshold,TCP,192.168.1.170,22,192.168.1.151,48400,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x76,***AP***,0x4E92BF6D,0xF2716073,,0x1F5,64,16,60392,104,106496,,,,
12/05-14:48:01.177337 ,129,12,1,Consecutive TCP small segments exceeding threshold,TCP,192.168.1.170,22,192.168.1.151,48400,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x76,***AP***,0x4E92BFCD,0xF271609F,,0x1F5,64,16,60394,104,106496,,,,
12/05-14:48:02.159979 ,129,12,1,Consecutive TCP small segments exceeding threshold,TCP,192.168.1.170,22,192.168.1.151,48400,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x7E,***AP***,0x4E92C02D,0xF27160CB,,0x1F5,64,16,60396,112,114688,,,,
12/05-14:48:02.600768 ,129,12,1,Consecutive TCP small segments exceeding threshold,TCP,192.168.1.170,22,192.168.1.151,48400,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x86,***AP***,0x4E92C095,0xF27160EF,,0x1F5,64,16,60398,120,122880,,,,
12/05-14:48:02.607001 ,129,12,1,Consecutive TCP small segments exceeding threshold,TCP,192.168.1.170,22,192.168.1.151,48400,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x86,***AP***,0x4E92C10D,0xF27160EF,,0x1F5,64,16,60400,120,122880,,,,
12/05-14:48:03.339727 ,129,12,1,Consecutive TCP small segments exceeding threshold,TCP,192.168.1.170,22,192.168.1.151,48400,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x76,***AP***,0x4E92C17D,0xF2716163,,0x1F5,64,16,60402,104,106496,,,,
12/05-14:48:03.340213 ,129,12,1,Consecutive TCP small segments exceeding threshold,TCP,192.168.1.170,22,192.168.1.151,48400,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0xBE,***AP***,0x4E92C1E5,0xF2716163,,0x1F5,64,16,60404,176,180224,,,,
12/05-14:48:04.478396 ,129,12,1,Consecutive TCP small segments exceeding threshold,TCP,192.168.1.170,22,192.168.1.151,48400,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x76,***AP***,0x4E92C2C1,0xF2716187,,0x1F5,64,16,60407,104,106496,,,,
12/05-14:48:06.369469 ,129,12,1,Consecutive TCP small segments exceeding threshold,TCP,192.168.1.170,22,192.168.1.151,48400,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x76,***AP***,0x4E92C365,0xF27161B3,,0x1F5,64,16,60410,104,106496,,,,
12/05-14:48:07.575039 ,129,12,1,Consecutive TCP small segments exceeding threshold,TCP,192.168.1.170,22,192.168.1.151,48400,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0xC6,***AP***,0x4E92C3C5,0xF27161D7,,0x1F5,64,16,60412,184,188416,,,,
12/05-14:48:07.748096 ,129,12,1,Consecutive TCP small segments exceeding threshold,TCP,192.168.1.170,22,192.168.1.151,48400,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x76,***AP***,0x4E92C475,0xF2716203,,0x1F5,64,16,60414,104,106496,,,,
12/05-14:48:08.467241 ,129,12,1,Consecutive TCP small segments exceeding threshold,TCP,192.168.1.170,22,192.168.1.151,48400,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x76,***AP***,0x4E92C4D5,0xF271622F,,0x1F5,64,16,60416,104,106496,,,,
12/05-14:48:08.958986 ,129,12,1,Consecutive TCP small segments exceeding threshold,TCP,192.168.1.170,22,192.168.1.151,48400,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x76,***AP***,0x4E92C535,0xF271625B,,0x1F5,64,16,60418,104,106496,,,,
12/05-14:48:08.990667 ,129,12,1,Consecutive TCP small segments exceeding threshold,TCP,192.168.1.170,22,192.168.1.151,48400,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x76,***AP***,0x4E92C595,0xF2716287,,0x1F5,64,16,60420,104,106496,,,,
12/05-14:48:09.020219 ,129,12,1,Consecutive TCP small segments exceeding threshold,TCP,192.168.1.170,22,192.168.1.151,48400,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x76,***AP***,0x4E92C5F5,0xF27162B3,,0x1F5,64,16,60422,104,106496,,,,
12/05-14:48:09.051307 ,129,12,1,Consecutive TCP small segments exceeding threshold,TCP,192.168.1.170,22,192.168.1.151,48400,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x76,***AP***,0x4E92C655,0xF27162DF,,0x1F5,64,16,60424,104,106496,,,,
12/05-14:48:09.082613 ,129,12,1,Consecutive TCP small segments exceeding threshold,TCP,192.168.1.170,22,192.168.1.151,48400,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x76,***AP***,0x4E92C6B5,0xF271630B,,0x1F5,64,16,60426,104,106496,,,,
12/05-14:48:09.112710 ,129,12,1,Consecutive TCP small segments exceeding threshold,TCP,192.168.1.170,22,192.168.1.151,48400,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x76,***AP***,0x4E92C715,0xF2716337,,0x1F5,64,16,60428,104,106496,,,,
12/05-14:48:09.142377 ,129,12,1,Consecutive TCP small segments exceeding threshold,TCP,192.168.1.170,22,192.168.1.151,48400,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x66,***AP***,0x4E92C775,0xF2716363,,0x1F5,64,16,60430,88,90112,,,,
12/05-14:48:09.172283 ,129,12,1,Consecutive TCP small segments exceeding threshold,TCP,192.168.1.170,22,192.168.1.151,48400,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x66,***AP***,0x4E92C7F9,0xF271638F,,0x1F5,64,16,60433,88,90112,,,,
12/05-14:48:09.204158 ,129,12,1,Consecutive TCP small segments exceeding threshold,TCP,192.168.1.170,22,192.168.1.151,48400,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x76,***AP***,0x4E92C87D,0xF27163BB,,0x1F5,64,16,60436,104,106496,,,,
12/05-14:48:09.233349 ,129,12,1,Consecutive TCP small segments exceeding threshold,TCP,192.168.1.170,22,192.168.1.151,48400,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x76,***AP***,0x4E92C8DD,0xF27163E7,,0x1F5,64,16,60438,104,106496,,,,
12/05-14:48:09.263801 ,129,12,1,Consecutive TCP small segments exceeding threshold,TCP,192.168.1.170,22,192.168.1.151,48400,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x76,***AP***,0x4E92C93D,0xF2716413,,0x1F5,64,16,60440,104,106496,,,,
12/05-14:48:09.294380 ,129,12,1,Consecutive TCP small segments exceeding threshold,TCP,192.168.1.170,22,192.168.1.151,48400,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x76,***AP***,0x4E92C99D,0xF271643F,,0x1F5,64,16,60442,104,106496,,,,
12/05-14:48:09.324887 ,129,12,1,Consecutive TCP small segments exceeding threshold,TCP,192.168.1.170,22,192.168.1.151,48400,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x76,***AP***,0x4E92C9FD,0xF271646B,,0x1F5,64,16,60444,104,106496,,,,
12/05-14:48:09.356169 ,129,12,1,Consecutive TCP small segments exceeding threshold,TCP,192.168.1.170,22,192.168.1.151,48400,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x76,***AP***,0x4E92CA5D,0xF2716497,,0x1F5,64,16,60446,104,106496,,,,
12/05-14:48:09.385489 ,129,12,1,Consecutive TCP small segments exceeding threshold,TCP,192.168.1.170,22,192.168.1.151,48400,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x76,***AP***,0x4E92CABD,0xF27164C3,,0x1F5,64,16,60448,104,106496,,,,
12/05-14:48:09.415150 ,129,12,1,Consecutive TCP small segments exceeding threshold,TCP,192.168.1.170,22,192.168.1.151,48400,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x76,***AP***,0x4E92CB1D,0xF27164EF,,0x1F5,64,16,60450,104,106496,,,,
12/05-14:48:09.445372 ,129,12,1,Consecutive TCP small segments exceeding threshold,TCP,192.168.1.170,22,192.168.1.151,48400,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x76,***AP***,0x4E92CB7D,0xF271651B,,0x1F5,64,16,60452,104,106496,,,,
12/05-14:48:09.475351 ,129,12,1,Consecutive TCP small segments exceeding threshold,TCP,192.168.1.170,22,192.168.1.151,48400,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x76,***AP***,0x4E92CBDD,0xF2716547,,0x1F5,64,16,60454,104,106496,,,,
12/05-14:48:09.505112 ,129,12,1,Consecutive TCP small segments exceeding threshold,TCP,192.168.1.170,22,192.168.1.151,48400,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x76,***AP***,0x4E92CC3D,0xF2716573,,0x1F5,64,16,60456,104,106496,,,,
12/05-14:48:09.535671 ,129,12,1,Consecutive TCP small segments exceeding threshold,TCP,192.168.1.170,22,192.168.1.151,48400,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x76,***AP***,0x4E92CC9D,0xF271659F,,0x1F5,64,16,60458,104,106496,,,,
12/05-14:48:09.565501 ,129,12,1,Consecutive TCP small segments exceeding threshold,TCP,192.168.1.170,22,192.168.1.151,48400,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x76,***AP***,0x4E92CCFD,0xF27165CB,,0x1F5,64,16,60460,104,106496,,,,
12/05-14:48:09.595980 ,129,12,1,Consecutive TCP small segments exceeding threshold,TCP,192.168.1.170,22,192.168.1.151,48400,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x76,***AP***,0x4E92CD5D,0xF27165F7,,0x1F5,64,16,60462,104,106496,,,,
12/05-14:48:09.626854 ,129,12,1,Consecutive TCP small segments exceeding threshold,TCP,192.168.1.170,22,192.168.1.151,48400,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x76,***AP***,0x4E92CDBD,0xF2716623,,0x1F5,64,16,60464,104,106496,,,,
12/05-14:48:09.656150 ,129,12,1,Consecutive TCP small segments exceeding threshold,TCP,192.168.1.170,22,192.168.1.151,48400,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x76,***AP***,0x4E92CE1D,0xF271664F,,0x1F5,64,16,60466,104,106496,,,,
12/05-14:48:09.687550 ,129,12,1,Consecutive TCP small segments exceeding threshold,TCP,192.168.1.170,22,192.168.1.151,48400,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x76,***AP***,0x4E92CE7D,0xF271667B,,0x1F5,64,16,60468,104,106496,,,,
12/05-14:48:09.717313 ,129,12,1,Consecutive TCP small segments exceeding threshold,TCP,192.168.1.170,22,192.168.1.151,48400,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x76,***AP***,0x4E92CEDD,0xF27166A7,,0x1F5,64,16,60470,104,106496,,,,
12/05-14:48:09.748690 ,129,12,1,Consecutive TCP small segments exceeding threshold,TCP,192.168.1.170,22,192.168.1.151,48400,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x76,***AP***,0x4E92CF3D,0xF27166D3,,0x1F5,64,16,60472,104,106496,,,,
